PublicationNumber,Title,Year,Abstract,Journal,Authors,PMID,DOI,Comments,Question,Answer
15d3833f-f489-41be-b67a-ae8f784143c5,MicroRNA-29b promotes cell sensitivity to Temozolomide by targeting STAT3 in glioma,2020,OBJECTIVE: This study aimed to explore the effects of microRNA-29b (miR-29b) on chemoresistance of glioma and to examine the underlying mechanisms. MATERIALS AND METHODS: MiR-29b expression in glioma tissues and cell lines was analyzed by quantitative real time-polymerase chain reaction (qRT-PCR). The cell viability was determined by Cell Counting Kit-8 (CCK-8) assay. Cell apoptosis was analyzed by Annexin V-Fluorescein isothiocyanate (FITC) assay. The relationship between miR-29b and signal transducer and activator of transcription 3 (STAT3) was examined by the Dual-Luciferase reporter gene assay. The levels of cleaved caspase-3 Bax. Bcl-2 and STAT3 were detected by Western blotting assay. RESULTS: The expression of miR-29b was downregulated in glioma tissues compared to normal brain tissue. In addition the expression level of miR-29b was lower in glioma tissues from patients at late stages (III and IV) compared with early stages (I and II). Besides miR-29b expression was significantly lower in LN229 U87MG and 0251 cells compared to normal human astrocytes (NHA) cells. Moreover our results showed that miR-29b expression in Temozolomide (TMZ)-resistance cell lines U251/TMZ and U87MG/TMZ was markedly lower than that of TMZ-sensitivity cell lines 0251 and U87MG. The protein levels of STAT3 and the phosphorylation of STAT3 were increased in U251/ TMZ and U87MG/TMZ compared to 0251 and U87MG. When the expression of miR-29b was repressed cell viability was increased. Meanwhile cell apoptosis was reduced the protein levels of cleaved caspase-3 and (Bcl-2 Associated X Protein) Bax were decreased whereas the protein level of B-cell lymphoma 2 (BcI-2) was increased. Moreover the effects of miR-29b knockdown on the cell growth and apoptosis in U251 and U87MG cells were markedly attenuated by knockdown of STAT3. In TMZ-resistant U251/TMZ and U87MG/TMZ cells transfection with miR-29b decreased cell growth promoted apoptotic cell death. elevated the protein levels of cleaved caspase-3 and Bax protein while downregulated BcI-2 protein. As expected. the effect of miR-29b upregulation on cell growth and apoptosis of TMZ-resistant glioma cells was reversed by STAT3 overexpression. The results from the Luciferase assay demonstrated miR-29b modulated STAT3 expression by directly bound with 3'-Untranslated Region (3'-UTR). CONCLUSIONS: MiR-29b enhances the cell sensitivity to TMZ by inhibiting STAT3 in glioma. Our study might provide a novel target for treating TMZ-resistant glioma.,,P ,,NA,,Is this publication relevent to this project?,
171da790-f34b-4a9b-97fc-f287a33bdc17,Overexpression of iASPP-SV in glioma is associated with poor prognosis by promoting cell viability and antagonizing apoptosis,2016,Inhibitor of apoptosis-stimulating protein of p53 (iASPP) encoded by PPP1R13L gene is often overexpressed in human cancers. From the PPP1R13L gene at least two isoforms iASPP-L and iASPP-SV are produced through alternative splicing. However the role of these isoforms in glioma is still elusive. In this study we examined the expression of iASPP-SV in astrocytic glioma tissues with different grades and normal human cerebral tissues. The result showed a higher messenger RNA (mRNA) expression level of iASPP-SV in astrocytic glioma patients with World Health Organization (WHO) grade II to IV in comparison to the normal controls. Additionally mRNA expression level of iASPP-SV was gradually increased with the raise of the grade in glioma. High mRNA expression level of iASPP-SV was significantly associated with malignant WHO grades (P < 0.001). The protein expression level of iASPP-SV was consistent with the mRNA expression level. The Kaplan-Meier analysis revealed that high iASPP-SV mRNA expression significantly affected overall survival and progression-free survival (both P < 0.001). Furthermore multivariate analysis indicated that the mRNA expression of iASPP-SV was an independent prognostic marker in glioma (P < 0.001). To further explore the role of iASPP-SV in glioma U87 cells were transfected with iASPP-SV by lentivirus and then treated with temozolomide (TMZ). Overexpression of iASPP-SV promoted the cell viability and downregulated the expression of pro-apoptosis genes (Bax Puma p21 and Noxa) to inhibit apoptosis induced by TMZ. Our study provides the first evidence that high iASPP-SV expression may be a novel prognostic factor and therapeutic target for glioma.,,Shangfeng ,,10.1007/s13277-015-4503-y,,Is this publication relevent to this project?,
196d5d53-d76a-44b8-ad24-204e97e4c85d,Lithium enhances the antitumour effect of temozolomide against TP53 wild-type glioblastoma cells via NFAT1/FasL signalling,2017,Background: We previously showed that activation of the nuclear factor of activated T cells (NFAT)1/Fas ligand (FasL) pathway induces glioma cell death. Lithium (Li) is an inhibitor of glycogen synthase kinase (GSK)-3 that activates NFAT1/FasL signalling. Temozolomide (TMZ) inhibits GSK-3 and activates Fas in tumour protein (TP) 53 wild-type (TP53wt) glioma cells. The present study investigated the combinational effects of TMZ and low-dose Li on TP53wt glioma cells. Methods: The combined effect of TMZ and Li was examined in TP53wt U87 and primary glioma cells and a mouse xenograft model. Results: Combination with 1.2mM Li potentiated TMZ-induced cell death in TP53wt glioma cells as determined by neurosphere formation and apoptosis assays. Temozolomide combined with Li treatment inhibited GSK-3 activation promoted NFAT1 nuclear translocation and upregulated Fas/FasL expression. Targeted knockdown of NFAT1 expression blocked the induction of cell death by TMZ and Li via FasL inhibition. In vivo combined treatment with TMZ and Li suppressed tumour growth and prolonged the survival of tumour-bearing mice. However the combination of TMZ and Li did not produce a statistically significant effect in TP53mut glioma cells. Conclusions: Temozolomide combined with low-dose Li induces TP53wt glioma cell death via NFAT1/FasL signalling. This represents a potential therapeutic strategy for TP53wt glioma treatment.,,Anhua ,,10.1038/bjc.2017.89,,Is this publication relevent to this project?,
1a3864c0-0514-4c27-a8c7-945452e4108c,Receptor-mediated PLGA nanoparticles for glioblastoma multiforme treatment,2018,Glioblastoma multiforme is the most lethal type of brain tumor and the established therapy only extends patients survival to approximately one year. Its first-line treatment is based on of chemotherapy with the alkylating agent temozolomide (TMZ). As many other chemotherapeutic drugs TMZ presents several limitations as high toxicity and low bioavailability. The delivery of TMZ using poly(lactic-co-glycolic acid) nanoparticles is proposed in this work. Stable nanoparticles functionalized with a OX26 type monoclonal antibody for transferrin receptor were developed targeting the glioblastoma tumor cells since these cells are known for overexpressing this receptor. The release profile of TMZ from the nanoparticles was studied mimicking physiological conditions and targeted cellular internalization was also investigated. Two glioblastoma cell lines - U215 and U87 - were used to evaluate the in vitro cytotoxicity of the drug showing that the prepared nanocarriers enhance the anticancer activity of TMZ. The functionalization with the monoclonal antibody for transferrin receptor proved to be advantageous in enhancing the cellular internalization in glioblastoma cells.,,C ,,10.1016/j.ijpharm.2018.04.062,,Is this publication relevent to this project?,
1a4c7e09-3206-41bc-a3b8-95aa14be6744,Identification of Key Candidate Proteins and Pathways Associated with Temozolomide Resistance in Glioblastoma Based on Subcellular Proteomics and Bioinformatical Analysis,2018,TMZ resistance remains one of the main reasons why treatment of glioblastoma (GBM) fails. In order to investigate the underlying proteins and pathways associated with TMZ resistance we conducted a cytoplasmic proteome research of U87 cells treated with TMZ for 1 week followed by differentially expressed proteins (DEPs) screening KEGG pathway analysis protein-protein interaction (PPI) network construction and validation of key candidate proteins in TCGA dataset. A total of 161 DEPs including 65 upregulated proteins and 96 downregulated proteins were identified. Upregulated DEPs were mainly related to regulation in actin cytoskeleton focal adhesion and phagosome and PI3K-AKT signaling pathways which were consistent with our previous studies. Further the most significant module consisted of 28 downregulated proteins that were filtered from the PPI network and 9 proteins (DHX9 HNRNPR RPL3 HNRNPA3 SF1 DDX5 EIF5B BTF3 and RPL8) among them were identified as the key candidate proteins which were significantly associated with prognosis of GBM patients and mainly involved in ribosome and spliceosome pathway. Taking the above into consideration we firstly identified candidate proteins and pathways associated with TMZ resistance in GBM using proteomics and bioinformatic analysis and these proteins could be potential biomarkers for prevention or prediction of TMZ resistance in the future.,,Ya-Wei ,,10.1155/2018/5238760,,Is this publication relevent to this project?,
1a73d1cc-c2b3-4677-ba64-4daa39466b61,Calpain suppresses cell growth and invasion of glioblastoma multiforme by producing the cleavage of filamin A,2020,Background Filamin A is the most widely expressed isoform of filamin in mammalian tissues. It can be hydrolyzed by Calpain producing a 90-kDa carboxyl-terminal fragment (ABP90). Calpeptin is a chemical inhibitor of Calpain which can inhibit this effect. It has been shown that ABP90 acts as a transcription factor which is involved in mediating cell signaling. However the significance of ABP90 and its clinical signature with underlying mechanisms have not been well studied in glioblastoma multiforme (GBM). Methods ABP90 protein was measured in 36 glioma patients by Western blot. Human GBM cell lines U87 and A172 were used to clarify the precise role of ABP90. CCK-8 assay was used to analyze the cell viability. Transwell invasion assay and wound healing assay were used to analyze the migration and invasion. Expression of matrix metalloproteinase 2/tissue inhibitors of metalloproteinase 2 (MMP2/TIMP2) protein was analyzed by Western blot. Results ABP90 protein expression was lower in GBM tissues. The patients with low ABP90 protein expression had a shorter OS time (p = 0.046). After being treated with Calpain the expression of ABP90 was upregulated which led to a decline of cell viability enhanced the efficacy of temozolomide and restrained the cell invasion. Calpeptin could inhibit the effect. The mechanism might be involved in the balance of MMP2/TIMP2. Conclusions Our present data suggest that ABP90 expression is a significant prognostic factor and may play an important role in cell viability chemotherapeutic sensitivity and invasion of GBM.,,Xianghe ,,10.1007/s10147-020-01636-7,,Is this publication relevent to this project?,
1f254bfe-78d1-48b5-a8de-6c21729eefde,CtIP contributes to non-homologous end joining formation through interacting with ligase IV and promotion of TMZ resistance in glioma cells,2019,OBJECTIVE: C-terminal-binding protein interacting protein (CtIP) participates in a variety of DNA metabolisms and DNA double strand break repair (DSBR). The role of CtIP has been proven in facilitating end resection in homologous recombination (HR). This study aimed to investigate the role of CtIP in non-homologous end joining (NHEJ) formation. MATERIALS AND METHODS: In this study CtIP deficient U87 cell line was generated by using CRISPR/Cas9 method. HR and NHEJ reporter assay were conducted in U87 cells. The cell viability of U87 cells was evaluated by using Sulforhodamine B (SRB) assay. Ionizing radiation assay and clonogenic survival assay were also conducted in this study. Bacteria expressed CtIP and ligase IV proteins were collected and purified. Affinity capture assay was conducted to observe the interactions between proteins. RESULTS: Both of the temozolomide (TMZ)-resistant and CtIP deficient glioma cell lines were successfully generated. The results indicated that CtIP participated in NHEJ formation through interacting with ligase IV in glioma cells. CtIP significantly improved the NHEJ efficiency in glioma cells. The CtIP deficient glioma cells were sensitive to the treatment of DNA damaging drug (TMZ). Meanwhile the CtIP deficiency significantly enhanced the sensitivity of glioma cells to the treatment of TMZ. CONCLUSIONS: The present study indicated that CtIP contributed to NHEJ formation through interacting with IV and promotion of TMZ resistance in glioma cells via promoting DSBR efficiency.,,Y ,,10.26355/eurrev_201903_17252,,Is this publication relevent to this project?,
1f294c6f-6641-4af9-b58f-e8e140ffcb69,Autophagic flux response and glioblastoma sensitivity to radiation,2018,Objective: Glioblastoma is the most common primary brain tumor in adults and one of the most lethal human tumors. It constitutes a unique non-metastasizing human tumor model with high resistance to radiotherapy and chemotherapy. The current study investigates the association between autophagic flux and glioblastoma cell resistance. Method(s): The expression kinetics of autophagy- and lysosome-related proteins following exposure of two glioblastoma cell lines (T98 and U87) to clinically relevant radiation doses was examined. Then the response of cells resistant to radiotherapy and chemotherapy was investigated after silencing of LC3A LC3B and TFEB genes in vitro and in vivo. Result(s): Following irradiation with 4 Gy the relatively radioresistant T98 cells exhibited enhanced autophagic flux. The more radiosensitive U87 cell line suffered a blockage of autophagic flux. Silencing of LC3A LC3B and TFEB genes in vitro significantly sensitized cells to radiotherapy and temozolomide (U87: P < 0.01 and < 0.05 respectively; T98: P < 0.01 and < 0.01 respectively). Silencing of the LC3A gene sensitized mouse xenografts to radiation. Conclusion(s): Autophagy in cancer cells may be a key factor of radio-resistance and chemo-resistance in glioblastoma cells. Blocking autophagy may improve the efficacy of radiochemotherapy for glioblastoma patients.Copyright © 2018 by Cancer Biology & Medicine.,,I ,,10.20892/j.issn.2095-3941.2017.0173,,Is this publication relevent to this project?,
1f4f4dba-a28f-4c02-a7aa-e605f3c8612d,Verbascoside inhibits glioblastoma cell proliferation migration and invasion while promoting apoptosis through upregulation of protein tyrosine phosphatase SHP-1 and inhibition of STAT3 phosphorylation,2018,Background/Aims: As a natural antioxidant verbascoside (VB) is proved to be a promising method for the treatment of oxidative-stress-related neurodegenerative diseases. Thus this study aimed to investigate the effects of VB on glioblastoma cell proliferation apoptosis migration and invasion as well as the mechanism involving signal transducer and activator of transcription 3 (STAT3) and Src homology 2 domain-containing protein tyrosine phosphatase 1 (SHP-1). Method(s): U87 cells were assigned to different treatments. The MTT assay was used to test cell proliferation flow cytometry was used to detect cell apoptosis and a Transwell assay was used for cell migration and invasion. We analyzed the glioblastoma tumor growth in a xenograft mouse model. Western blot analysis was employed to determine the protein expression of related genes. Result(s): Glioblastoma cells exhibited decreased cell proliferation migration invasion and increased apoptosis when treated with VB or TMZ. Western blot analysis revealed elevated SHP-1 expression and reduced phosphorylated (p)-STAT3 expression in glioblastoma cells treated with VB compared with controls. Correspondingly in a xenograft mouse model treated with VB glioblastoma tumor volume and growth were decreased. Glioblastoma xenograft tumors treated with VB showed elevated SHP-1 Bax cleaved caspase-3 and cleaved PARP expression and reduced p-STAT3 Bcl-2 survivin MMP-2 and MMP-9 expression. siRNA-SHP-1 inhibited the VB effects on glioblastoma. Conclusion(s): This study demonstrates that VB inhibits glioblastoma cell proliferation migration and invasion while promoting apoptosis via SHP-1 activation and inhibition of STAT3 phosphorylation.Copyright © 2018 The Author(s). Published by S. Karger AG Basel.,,X ,,10.1159/000491067,,Is this publication relevent to this project?,
259ce92d-84a3-4aca-910f-961ea14a36cb,Major Contribution of Caspase-9 to Honokiol-Induced Apoptotic Insults to Human Drug-Resistant Glioblastoma Cells,2020,Temozolomide (TMZ)-induced chemoresistance to human glioblastomas is a critical challenge now. Our previous studies showed that honokiol a major bioactive constituent of Magnolia officinalis (Houpo) can kill human glioblastoma cells and suppresses glioblastoma growth. This study was further aimed to evaluate the effects of honokiol on human drug-resistant glioblastoma cells and the possible mechanisms. The results by data mining in the cancer genome atlas (TCGA) database and immunohistochemistry displayed that expression of caspase-9 mRNA and protein in human glioblastomas was induced. Human TMZ-resistant U87-MG-R9 glioblastoma cells were selected and prepared from human drug-sensitive U87-MG cells. Compared to human drug-sensitive U87-MG cells TMZ did not affect viability of U87-MG-R9 glioblastoma cells. Interestingly treatment with honokiol suppressed proliferation and survival of human drug-resistant glioblastoma cells in concentration- and time-dependent manners. Compared to caspase-8 activation honokiol chiefly increased activity of caspase-9 in U87-MG-R9 cells. Successively levels of cleaved caspase-3 and activities of caspase-3 and caspase-6 in human TMZ-tolerant glioblastoma cells were augmented following honokiol administration. In parallel honokiol triggered DNA fragmentation of U87-MG-R9 cells. Accordingly treatment of human TMZ-resistant glioblastoma cells with honokiol induced cell apoptosis but did not affect cell necrosis. Fascinatingly suppressing caspase-9 activity using its specific inhibitors repressed honokiol-induced caspase-6 activation DNA fragmentation and cell apoptosis. Taken together this study has shown the major roles of caspase-9 in transducing honokiol-induced mitochondria-dependent apoptosis in human drug-resistant glioblastoma cells. Thus honokiol may be clinically applied as a drug candidate for treatment of glioblastoma patients with chemoresistance.,,M ,,10.3390/molecules25061450,,Is this publication relevent to this project?,
26733bf5-d7d8-4df3-8293-968f88aa6fc7,Silence of bFGF enhances chemosensitivity of glioma cells to temozolomide through the MAPK signal pathway,2016,Basic fibroblast growth factor (bFGF) is a multifunctional growth factor in glioma cells and has been proved to be associated with the grade malignancy of glioma and prognosis of patients. Although there is evidence showing that bFGF plays an important role in proliferation differentiation angiogenesis and survival of glioma cells the effect of bFGF on chemosensitivity of glioma has not been verified. In this study we analyzed the relationship between bFGF and chemotherapy resistance with the objective of offering new strategy for chemotherapy of glioma patients. Here siRNA was used to silence the expression of bFGF in glioma cell lines including U87 and U251 followed by chemotherapy of temozolomide (TMZ). Then the characters of glioma including proliferation apoptosis migration and cell cycle were studied in U87 and U251 cell lines. Our results demonstrated that silencing bFGF enhanced the effect of TMZ by inhibiting proliferation and migration blocking cell cycle in G0/G1 and promoting apoptosis. In addition the phosphorylation level of MAPK was measured to explore the mechanism of chemosensitization. The results showed that bFGF could promote the activation of the MAPK signal pathway. Our data indicated that bFGF might be a potential target for chemotherapy through the MAPK signal pathway.,,Jinhuan ,,10.1093/abbs/gmw035,,Is this publication relevent to this project?,
27bd9d26-2794-41f3-955f-fe90d6f9e735,Tramadol attenuates the sensitivity of glioblastoma to temozolomide through the suppression of Cx43-mediated gap junction intercellular communication,2018,Analgesics and antineoplastic drugs are often used concurrently for cancer patients. Our previous study reported that gap junctions composed of connexin32 (Cx32) was implicated in the effect of analgesics on cisplatin cytotoxicity. However the effect of analgesic on the most widely expressed connexin (Cx) connexin43 (Cx43) and whether such effect mediates the influence on chemotherapeutic efficiency remain unknown. By manipulation of Cx43 expression or gap junction function we found that there were gap junction-dependent and independent effect of Cx43 on temozolomide (TMZ) sensitivity in U87 glioblastoma cells. Studies on survival and apoptosis showed widely used analgesic tramadol significantly reduced TMZ-induced cytotoxicity in control and negative control cells but not shCx43-transfected cells. Proliferation assay demonstrated tramadol suppressed TMZ-induced cytotoxicity only on high density (with gap junction formation) but not on low density (without gap junction formation). Tramadol inhibited dye-coupling through gap junctions between U87 cells. Tramadol treatment for 72 h did not alter Cx43 expression but decreased Cx43 phosphorylation accompanied with reduced p-ERK and p-JNK. Our results indicated that long-term treatment with tramadol reduced TMZ cytotoxicity in U87 cells by suppressing Cx43-composed gap junctions suggesting identification and usage of antinociceptive drugs which do not downregulate connexin activity should have beneficial therapeutic consequences.,,H ,,10.3892/ijo.2017.4188,,Is this publication relevent to this project?,
282a2419-c7f1-485b-8534-ea69028a569a,FTY720 inhibits the Nrf2/ARE pathway in human glioblastoma cell lines and sensitizes glioblastoma cells to temozolomide,2017,Background Nuclear factor erythroid 2-related factor 2 (Nrf2) is a redox-sensitive transcription factor regulating the expression of various cytoprotective genes. Constitutive Nrf2 activation in many cancers enhances cell survival and resistance to anti-cancer drugs. Our previous studies have shown that FTY720 induced autophagy-related apoptosis and necroptosis and inhibited invasion and migration in human glioblastoma cells. However whether FTY720 regulated Nrf2 in glioblastoma cells remained unclear. Methods Cell viability assay western blot migration and invasion assay short hairpin RNA (shRNA) were used. Results We found that FTY720 suppressed the protein and mRNA levels of Nrf2 in human U251MG and U87MG glioblastoma cells lines. In addition the protein and mRNA levels of heme oxygenase-1 (HO-1) and NADPH:quinine oxidoreductase-1 (NQO-1) two representative target factors of Nrf2 also decreased upon FTY720 treatment. Knockdown of Nrf2 further promoted the anti-cancer effects of FTY720 while activation of Nrf2 exist the opposite effects. In addition FTY720 significantly sensitized glioblastoma cells to temozolomide (TMZ). However activation of Nrf2 essentially abolished the induced sensitivity by FTY720. Conclusion Our results indicated the potential application of FTY720 in treatment of glioblastoma and demonstrated that inhibition of Nrf2 can enhance the sensitivity of cancer cells to chemotherapeutic drugs.Copyright © 2017 Institute of Pharmacology Polish Academy of Sciences,,H ,,10.1016/j.pharep.2017.07.003,,Is this publication relevent to this project?,
2a006b3f-c35d-469c-a654-c389c4f745c4,Genomic profiling of long non-coding RNA and mRNA expression associated with acquired temozolomide resistance in glioblastoma cells,2017,Temozolomide (TMZ) is an alkylating chemothera-peutic agent widely used in anti-glioma treatment. However acquired TMZ resistance represents a major clinical challenge that leads to tumor relapse or progress. This study investigated the genomic profiles including long non-coding RNA (lncRNA) and mRNA expression associated with acquired TMZ resistance in glioblastoma (GBM) cells in vitro. The TMZ-resistant (TR) of GBM sub-cell lines were established through repetitive exposure to increasing TMZ concentrations in vitro. The differentially expressed lncRNAs and mRNAs between the parental U87 and U87TR cells were detected by human lncRNA microarray method. In this study we identified 2 692 distinct lncRNAs demonstrating >2-fold differential expression with 1 383 lncRNAs upregulated and 1 309 lncRNAs downregulated. Moreover 4 886 differential mRNAs displayed 2 933 mRNAs upregulated and 1 953 mRNAs downregulated. Further lncRNA classification and subgroup analysis revealed the potential functions of the lncRNA-mRNA relationship associated with the acquired TMZ resistance. Gene ontology and pathway analysis on mRNAs showed significant biological regulatory genes and pathways involved in acquired TMZ resistance. Moreover we found the ECM-receptor interaction pathway was significantly downregulated and ECM related collagen I fibronectin laminin and CD44 were closely associated with the TR phenotype in vitro. Our findings indicate that the dysregulated lncRNAs and mRNAs identified in this work may provide novel targets for overcoming acquired TMZ resistance in GBM chemotherapy.,,H ,,10.3892/ijo.2017.4033,,Is this publication relevent to this project?,
2b999778-7617-4dff-873a-5c75b39ef45b,Glucosylceramide synthase silencing combined with the receptor tyrosine kinase inhibitor axitinib as a new multimodal strategy for glioblastoma,2019,A great deal of evidence revealing that lipid metabolism is drastically altered during tumorigenesis has been accumulated. In this work glucosylceramide synthase (GCS) was targeted using RNA interference technology (siRNAs) in U87 and DBTRG human glioblastoma (GBM) cells as in both cell types GCS showed to be overexpressed with respect to normal human astrocytes. The efficacy of a combined therapy to tackle GBM allying GCS silencing to the new generation chemotherapeutics sunitinib and axitinib or to the alkylating drugs etoposide and temozolomide is evaluated here for the first time. With this purpose studies addressing GBM cell viability and proliferation cell cycle and apoptosis were performed which revealed that combination of GCS silencing with axitinib treatment represents a promising therapeutic approach. The reduction of cell viability induced by this combined therapy is proposed to be mediated by excessive production of reactive oxygen species. This work identifying GCS as a key molecular target to increase GBM susceptibility to a new generation chemotherapeutic opens windows to the development of innovative strategies to halt GBM recurrence after surgical resection.,,S ,,10.1093/hmg/ddz152,,Is this publication relevent to this project?,
2d18cbe5-d2d5-4745-8755-45dfc57e7ac6,Synergistic suppression of noscapine and conventional chemotherapeutics on human glioblastoma cell growth,2013,Aim: Noscapine (NOS) is a non-narcotic opium alkaloid with anti-tumor activity. The aim of this study was to investigate the effects of the combination of NOS with conventional chemotherapeutics temozolamide (TMZ) bis-chloroethylnitrosourea (BCNU) or cisplatin (CIS) on human glioblastoma cells. Methods: U87MG human glioblastoma cells were examined. Cell proliferation was quantified using MTT assay. Western blotting and flow cytometry were used to examine apoptosis and the expression of active caspase-3 and cleaved PARP. Mouse tumor xenograft model bearing U87MG cells was treated with TMZ (2 mg.kg(-1).d(-1) ip) or CIS (2 mg/kg ip 3 times a week) alone or in combination with NOS (200 mg.kg(-1).d(-1) ig) for 3 weeks. Immunohistochemistry was used to investigate the expression of active caspase-3 and Ki67 following treatment in vivo. The safety of the combined treatments was evaluated based on the body weight and histological studies of the animal's organs. Results: NOS (10 or 20 mol/L) markedly increased the anti-proliferation effects of TMZ BCNU and CIS on U87MG cells in vitro. The calculated combination index (CI) values of NOS-CIS NOS-TMZ and NOS-BCNU (20 mu mol/L) were 0.45 0.51 and 0.57 respectively demonstrating synergistic inhibition of the drug combinations. In tumor xenograft models combined treatment with NOS robustly augmented the anti-cancer actions of TMZ and CIS and showed no detectable toxicity. The combined treatments significantly enhanced the apoptosis the activated caspase-3 and PARP levels in U87MG cells in vitro and reduced Ki67 staining and increased the activated caspase-3 level in the shrinking xenografts in vivo. Conclusion: NOS synergistically potentiated the efficacy of FDA-approved anti-cancer drugs against human glioblastoma cells thereby allowing them to be used at lower doses and hence minimizing their toxic side effects.,,Keqiang ,,10.1038/aps.2013.40,,Is this publication relevent to this project?,
